SENTENCE,DETAILS
"And suddenly in the eyes dawned a smile--sweet, friendly, a touch of roguishness, profoundly reassuring in its all humanness.",suddenly<<RB>> eyes<<NNS>> dawned<<VBD>> smile<<NN>> sweet<<JJ>> friendly<<RB>> touch<<NN>> roguishness<<NN>> profoundly<<RB>> reassuring<<VBG>> humanness<<NN>>
"I felt my heart expand as though freed from fetters, a recrudescence of confidence in the essential reality of things--as though in nightmare the struggling consciousness should glimpse some familiar face and know the terrors with which it strove were but dreams.",felt<<VBD>> heart<<NN>> expand<<NN>> freed<<NN>> fetters<<NNS>> recrudescence<<NN>> confidence<<NN>> essential<<JJ>> reality<<NN>> things<<NNS>> nightmare<<NN>> struggling<<VBG>> consciousness<<NN>> should<<MD>> glimpse<<VB>> familiar<<JJ>> face<<NN>> know<<VB>> terrors<<NNS>> strove<<VBD>> were<<VBD>> dreams<<NNS>>
And involuntarily I smiled back at her.,involuntarily<<RB>> smiled<<VBD>> back<<RB>>
"She raised her head and looked again at Yolara, contempt and a certain curiosity in her gaze; at O'Keefe--and through the softened eyes drifted swiftly a shadow of sorrow, and on its fleeting wings deepest interest, and hovering over that a naive approval as reassuringly human as had been her smile.",raised<<VBD>> head<<NN>> looked<<VBD>> again<<RB>> Yolara<<NNP>> contempt<<NN>> certain<<JJ>> curiosity<<NN>> gaze<<NN>> O'Keefe<<NNP>> softened<<JJ>> eyes<<NNS>> drifted<<VBD>> swiftly<<RB>> shadow<<NN>> sorrow<<NN>> fleeting<<JJ>> wings<<NNS>> deepest<<JJS>> interest<<NN>> hovering<<VBG>> naive<<JJ>> approval<<NN>> reassuringly<<RB>> human<<JJ>> had<<VBD>> been<<VBN>> smile<<NN>>
"She spoke, and her voice, deep-timbred, liquid gold as was Yolara's all silver, was subtly the synthesis of all the golden glowing beauty of her.",spoke<<VBD>> voice<<NN>> deep-timbred<<JJ>> liquid<<JJ>> gold<<NN>> was<<VBD>> Yolara<<NNP>> 's<<POS>> silver<<NN>> was<<VBD>> subtly<<RB>> synthesis<<NN>> all<<PDT>> golden<<JJ>> glowing<<NN>> beauty<<NN>>
"""The Silent Ones have sent me, O Yolara,"" she said.",Silent<<NNP>> Ones<<NNPS>> have<<VBP>> sent<<VBN>> O<<NNP>> Yolara<<NNP>> said<<VBD>>
"""And this is their command to you--that you deliver to me to bring before them three of the four strangers who have found their way here.",is<<VBZ>> command<<NN>> deliver<<VBP>> bring<<VB>> three<<CD>> four<<CD>> strangers<<NNS>> have<<VBP>> found<<VBN>> way<<NN>> here<<RB>>
"For him there who plots with Lugur""--she pointed at Marakinoff, and I saw Yolara start--""they have no need.",plots<<VBP>> Lugur<<NNP>> pointed<<VBD>> Marakinoff<<NNP>> saw<<VBD>> Yolara<<NNP>> start<<NN>> have<<VBP>> need<<NN>>
"Into his heart the Silent Ones have looked; and Lugur and you may keep him, Yolara!""",heart<<NN>> Silent<<NNP>> Ones<<NNPS>> have<<VBP>> looked<<VBN>> Lugur<<NNP>> may<<MD>> keep<<VB>> Yolara<<NN>>
There was honeyed venom in the last words.,was<<VBD>> honeyed<<VBN>> venom<<NN>> last<<JJ>> words<<NNS>>
Yolara was herself now; only the edge of shrillness on her voice revealed her wrath as she answered.,Yolara<<NN>> was<<VBD>> now<<RB>> only<<RB>> edge<<NN>> shrillness<<NN>> voice<<NN>> revealed<<VBD>> wrath<<NN>> answered<<VBD>>
"""And whence have the Silent Ones gained power to command, _choya_?""",whence<<NN>> have<<VBP>> Silent<<NNP>> Ones<<NNP>> gained<<VBD>> power<<NN>> command<<VB>> _choya_<<VB>>
"This last, I knew, was a very vulgar word; I had heard Rador use it in a moment of anger to one of the serving maids, and it meant, approximately, ""kitchen girl,"" ""scullion.""",last<<JJ>> knew<<VBD>> was<<VBD>> very<<RB>> vulgar<<JJ>> word<<NN>> had<<VBD>> heard<<VBN>> Rador<<NNP>> use<<NN>> moment<<NN>> anger<<NN>> one<<CD>> serving<<NN>> maids<<NNS>> meant<<VBD>> approximately<<RB>> kitchen<<VB>> girl<<NN>> scullion<<NN>>
"Beneath the insult and the acid disdain, the blood rushed up under Lakla's ambered ivory skin.",insult<<NN>> acid<<NN>> disdain<<NN>> blood<<NN>> rushed<<VBD>> Lakla<<NNP>> 's<<POS>> ambered<<JJ>> ivory<<NN>> skin<<NN>>
"""Yolara""--her voice was low--""of no use is it to question me.",Yolara<<NN>> voice<<NN>> was<<VBD>> low<<JJ>> use<<NN>> is<<VBZ>> question<<VB>>
I am but the messenger of the Silent Ones.,am<<VBP>> messenger<<NN>> Silent<<NNP>> Ones<<NNPS>>
"And one thing only am I bidden to ask you--do you deliver to me the three strangers?""",one<<CD>> thing<<NN>> only<<RB>> am<<VBP>> bidden<<VBP>> ask<<VB>> do<<VB>> deliver<<VB>> three<<CD>> strangers<<NNS>>
"Lugur was on his feet; eagerness, sardonic delight, sinister anticipation thrilling from him--and my same glance showed Marakinoff, crouched, biting his finger-nails, glaring at the Golden Girl.",Lugur<<NNP>> was<<VBD>> feet<<NNS>> eagerness<<NN>> sardonic<<JJ>> delight<<NN>> sinister<<JJR>> anticipation<<NN>> thrilling<<VBG>> same<<JJ>> glance<<NN>> showed<<VBD>> Marakinoff<<NNP>> crouched<<VBD>> biting<<VBG>> finger-nails<<NNS>> glaring<<VBG>> Golden<<NNP>> Girl<<NNP>>
"""No!""",
Yolara spat the word.,Yolara<<NNP>> spat<<VBD>> word<<NN>>
"""No!",
"Now by Thanaroa and by the Shining One, no!""",Now<<RB>> Thanaroa<<NNP>> Shining<<VBG>> One<<CD>>
"Her eyes blazed, her nostrils were wide, in her fair throat a little pulse beat angrily.",eyes<<NNS>> blazed<<VBN>> nostrils<<NNS>> were<<VBD>> wide<<JJ>> fair<<JJ>> throat<<NN>> little<<JJ>> pulse<<JJ>> beat<<NN>> angrily<<RB>>
"""You, Lakla--take you my message to the Silent Ones.",Lakla<<NNP>> take<<VBP>> message<<NN>> Silent<<NNP>> Ones<<NNPS>>
"Say to them that I keep this man""--she pointed to Larry--""because he is mine.",Say<<NNP>> keep<<VBP>> man<<NN>> pointed<<VBD>> Larry<<NNP>> is<<VBZ>> mine<<JJ>>
"Say to them that I keep the yellow-haired one and him""--she pointed to me--""because it pleases me.",Say<<NNP>> keep<<VBP>> yellow-haired<<JJ>> one<<CD>> pointed<<VBD>> pleases<<VBZ>>
"""Tell them that upon their mouths I place my foot, so!""",Tell<<VB>> mouths<<NNS>> place<<VBP>> foot<<NN>> so<<RB>>
"--she stamped upon the dais viciously--""and that in their faces I spit!""",stamped<<VBD>> dais<<NN>> viciously<<RB>> faces<<VBZ>> spit<<VBP>>
--and her action was hideously snakelike.,action<<NN>> was<<VBD>> hideously<<RB>> snakelike<<JJ>>
"""And say last to them, you handmaiden, that if _you_ they dare send to Yolara again, she will feed _you_ to the Shining One!",say<<VB>> last<<JJ>> handmaiden<<VBP>> _you_<<NNP>> dare<<VBP>> send<<VB>> Yolara<<NNP>> again<<RB>> will<<MD>> feed<<VB>> _you_<<NNS>> Shining<<VBG>> One<<CD>>
"Now--go!""",Now<<RB>> go<<VB>>
The handmaiden's face was white.,handmaiden<<NN>> 's<<POS>> face<<NN>> was<<VBD>> white<<JJ>>
"""Not unforeseen by the three was this, Yolara,"" she replied.",Not<<RB>> unforeseen<<JJ>> three<<CD>> was<<VBD>> Yolara<<NNP>> replied<<VBD>>
"""And did you speak as you have spoken then was I bidden to say this to you.""",did<<VBD>> speak<<VB>> have<<VBP>> spoken<<VBN>> then<<RB>> was<<VBD>> bidden<<VBP>> say<<VB>>
Her voice deepened.,voice<<NN>> deepened<<VBD>>
"""Three _tal_ have you to take counsel, Yolara.",Three<<CD>> _tal_<<NNS>> have<<VBP>> take<<VB>> counsel<<NN>> Yolara<<NNP>>
"And at the end of that time these things must you have determined--either to do or not to do: first, send the strangers to the Silent Ones; second, give up, you and Lugur and all of you, that dream you have of conquest of the world without; and, third, forswear the Shining One!",end<<NN>> time<<NN>> things<<NNS>> must<<MD>> have<<VBP>> determined<<VBN>> do<<VB>> not<<RB>> do<<VB>> first<<RB>> send<<VB>> strangers<<NNS>> Silent<<NNP>> Ones<<NNPS>> second<<JJ>> give<<VB>> Lugur<<NNP>> dream<<NN>> have<<VBP>> conquest<<NN>> world<<NN>> third<<JJ>> forswear<<VBP>> Shining<<VBG>> One<<CD>>
"And if you do not one and all these things, then are you done, your cup of life broken, your wine of life spilled.",do<<VBP>> not<<RB>> one<<CD>> all<<PDT>> things<<NNS>> then<<RB>> are<<VBP>> done<<VBN>> cup<<NN>> life<<NN>> broken<<VBN>> wine<<NN>> life<<NN>> spilled<<VBN>>
"Yea, Yolara, for you and the Shining One, Lugur and the Nine and all those here and their kind shall pass!",Yea<<NNP>> Yolara<<NNP>> Shining<<VBG>> One<<CD>> Lugur<<NNP>> Nine<<NNP>> all<<PDT>> here<<RB>> kind<<NN>> shall<<MD>> pass<<VB>>
"This say the Silent Ones, 'Surely shall all of ye pass and be as though never had ye been!'""",say<<VBP>> Silent<<NNP>> Ones<<NNP>> 'Surely<<RB>> shall<<MD>> ye<<JJ>> pass<<NN>> be<<VB>> never<<RB>> had<<VBD>> been<<VBN>> '<<''>>
Now a gasp of rage and fear arose from all those around me--but the priestess threw back her head and laughed loud and long.,Now<<RB>> gasp<<NN>> rage<<NN>> fear<<NN>> arose<<VBP>> all<<PDT>> priestess<<NN>> threw<<VBD>> head<<NN>> laughed<<VBD>> loud<<NNS>> long<<RB>>
"Into the silver sweet chiming of her laughter clashed that of Lugur--and after a little the nobles took it up, till the whole chamber echoed with their mirth.",silver<<JJ>> sweet<<JJ>> chiming<<NN>> laughter<<NN>> clashed<<VBD>> Lugur<<NNP>> little<<JJ>> nobles<<NNS>> took<<VBD>> whole<<JJ>> chamber<<NN>> echoed<<NN>> mirth<<NN>>
"O'Keefe, lips tightening, moved toward the Handmaiden, and almost imperceptibly, but peremptorily, she waved him back.",O'Keefe<<NNP>> lips<<VBZ>> tightening<<NN>> moved<<VBD>> Handmaiden<<NNP>> almost<<RB>> imperceptibly<<RB>> peremptorily<<RB>> waved<<VBD>> back<<RB>>
"""Those _are_ great words--great words indeed, _choya_,"" shrilled Yolara at last; and again Lakla winced beneath the word.",_are_<<NNP>> great<<JJ>> words<<NNS>> great<<JJ>> words<<NNS>> indeed<<RB>> shrilled<<VBD>> Yolara<<NNP>> last<<JJ>> again<<RB>> Lakla<<NNP>> winced<<VBD>> word<<NN>>
"""Lo, for _laya_ upon _laya_, the Shining One has been freed from the Three; and for _laya_ upon _laya_ they have sat helpless, rotting.",Lo<<NNP>> _laya_<<NNP>> _laya_<<NNP>> Shining<<VBG>> One<<NN>> has<<VBZ>> been<<VBN>> freed<<VBN>> Three<<NNP>> _laya_<<NNP>> _laya_<<NNP>> have<<VBP>> sat<<VBN>> helpless<<NN>> rotting<<VBG>>
"Now I ask you again--whence comes their power to lay their will upon me, and whence comes their strength to wrestle with the Shining One and the beloved of the Shining One?""",Now<<RB>> ask<<VBP>> again<<RB>> whence<<NN>> comes<<VBZ>> power<<NN>> lay<<VB>> will<<MD>> upon<<VB>> whence<<NN>> comes<<VBZ>> strength<<NN>> wrestle<<VB>> Shining<<VBG>> One<<CD>> beloved<<NN>> Shining<<VBG>> One<<CD>>
And again she laughed--and again Lugur and all the fairhaired joined in her laughter.,again<<RB>> laughed<<VBD>> again<<RB>> Lugur<<NNP>> all<<PDT>> fairhaired<<VBN>> joined<<VBD>> laughter<<NN>>
"Into the eyes of Lakla I saw creep a doubt, a wavering; as though deep within her the foundations of her own belief were none too firm.",eyes<<NNS>> Lakla<<NNP>> saw<<VBD>> creep<<VB>> doubt<<NN>> wavering<<NN>> deep<<JJ>> foundations<<NNS>> own<<JJ>> belief<<NN>> were<<VBD>> none<<RB>> too<<RB>> firm<<JJ>>
"She hesitated, turning upon O'Keefe gaze in which rested more than suggestion of appeal!",hesitated<<VBD>> turning<<VBG>> O'Keefe<<NNP>> gaze<<NN>> rested<<VBD>> more<<JJR>> suggestion<<NN>> appeal<<NN>>
"And Yolara saw, too, for she flushed with triumph, stretched a finger toward the handmaiden.",Yolara<<NNP>> saw<<VBD>> too<<RB>> flushed<<VBD>> triumph<<NN>> stretched<<VBD>> finger<<NN>> handmaiden<<NN>>
"""Look!""",Look<<VB>>
she cried.,cried<<VBD>>
"""Look!",Look<<NN>>
"Why, even _she_ does not believe!""",Why<<WRB>> even<<RB>> _she_<<NN>> does<<VBZ>> not<<RB>> believe<<VB>>
"Her voice grew silk of silver--merciless, cruel.",voice<<NN>> grew<<VBD>> silk<<NN>> silver<<NN>> merciless<<NN>> cruel<<NN>>
"""Now am I minded to send another answer to the Silent Ones.",Now<<RB>> am<<VBP>> minded<<VBD>> send<<VB>> answer<<NN>> Silent<<NNP>> Ones<<NNPS>>
Yea!,Yea<<NN>>
"But not by _you_, Lakla; by these""--she pointed to the frog-men, and, swift as light, her hand darted into her bosom, bringing forth the little shining cone of death.",not<<RB>> _you_<<NNP>> Lakla<<NNP>> pointed<<VBD>> frog-men<<NNS>> swift<<JJ>> light<<NN>> hand<<NN>> darted<<VBD>> bosom<<NN>> bringing<<VBG>> little<<JJ>> shining<<VBG>> cone<<NN>> death<<NN>>
But before she could level it the Golden Girl had released that hidden left arm and thrown over her face a fold of the metallic swathings.,could<<MD>> level<<VB>> Golden<<NNP>> Girl<<NNP>> had<<VBD>> released<<VBN>> hidden<<JJ>> left<<VBD>> arm<<NN>> thrown<<NN>> face<<NN>> fold<<NN>> metallic<<JJ>> swathings<<NNS>>
"Swifter than Yolara, she raised the arm that held the vine--and now I knew this was no inert blossoming thing.",Swifter<<JJR>> Yolara<<NN>> raised<<VBD>> arm<<NN>> held<<VBD>> vine<<NN>> now<<RB>> knew<<VBD>> was<<VBD>> inert<<JJ>> blossoming<<VBG>> thing<<NN>>
It was alive!,was<<VBD>> alive<<JJ>>
"It writhed down her arm, and its five rubescent flower heads thrust out toward the priestess--vibrating, quivering, held in leash only by the light touch of the handmaiden at its very end.",writhed<<VBD>> arm<<NN>> five<<CD>> rubescent<<NN>> flower<<NN>> heads<<NNS>> thrust<<VBP>> priestess<<NN>> vibrating<<NN>> quivering<<VBG>> held<<VBN>> leash<<NN>> only<<RB>> light<<JJ>> touch<<NN>> handmaiden<<NN>> very<<RB>> end<<NN>>
From the swelling throat pouch of the monster behind her came a succession of the reverberant boomings.,swelling<<VBG>> throat<<NN>> pouch<<NN>> monster<<NN>> came<<VBD>> succession<<NN>> reverberant<<JJ>> boomings<<NNS>>
"The frogmen wheeled, raised their lances, levelled them at the throng.",frogmen<<NNS>> wheeled<<VBD>> raised<<VBD>> lances<<NNS>> levelled<<VBD>> throng<<NN>>
Around the reaching ruby flowers a faint red mist swiftly grew.,reaching<<VBG>> ruby<<NN>> flowers<<NNS>> faint<<NN>> red<<JJ>> mist<<NN>> swiftly<<RB>> grew<<VBD>>
The silver cone dropped from Yolara's rigid fingers; her eyes grew stark with horror; all her unearthly loveliness fled from her; she stood pale-lipped.,silver<<NN>> cone<<NN>> dropped<<VBD>> Yolara<<NNP>> 's<<POS>> rigid<<JJ>> fingers<<NNS>> eyes<<NNS>> grew<<VBD>> stark<<JJ>> horror<<NN>> unearthly<<JJ>> loveliness<<NN>> fled<<VBD>> stood<<VBD>> pale-lipped<<JJ>>
The Handmaiden dropped the protecting veil--and now it was she who laughed.,Handmaiden<<NNP>> dropped<<VBD>> protecting<<NN>> veil<<NN>> now<<RB>> was<<VBD>> laughed<<VBD>>
"""It would seem, then, Yolara, that there _is_ a thing of the Silent Ones ye fear!""",would<<MD>> seem<<VB>> then<<RB>> Yolara<<NNP>> _is_<<VBZ>> thing<<NN>> Silent<<NNP>> Ones<<NNP>> fear<<VBP>>
she said.,said<<VBD>>
"""Well--the kiss of the _Yekta_ I promise you in return for the embrace of your Shining One.""",Well<<RB>> kiss<<NN>> _Yekta_<<NN>> promise<<VBP>> return<<NN>> embrace<<NN>> Shining<<VBG>>
"She looked at Larry, long, searchingly, and suddenly again with all that effect of sunlight bursting into dark places, her smile shone upon him.",looked<<VBD>> Larry<<NNP>> long<<RB>> searchingly<<RB>> suddenly<<RB>> again<<RB>> all<<PDT>> effect<<NN>> sunlight<<NN>> bursting<<VBG>> dark<<JJ>> places<<NNS>> smile<<JJ>> shone<<NN>>
"She nodded, half gaily; looked down upon me, the little merry light dancing in her eyes; waved her hand to me.",nodded<<VBD>> half<<JJ>> gaily<<RB>> looked<<VBD>> down<<RB>> little<<JJ>> merry<<NN>> light<<VBD>> dancing<<VBG>> eyes<<NNS>> waved<<VBD>> hand<<NN>>
She spoke to the giant frog-man.,spoke<<VBD>> giant<<JJ>> frog-man<<NN>>
"He wheeled behind her as she turned, facing the priestess, club upraised, fangs glistening.",wheeled<<VBD>> turned<<VBD>> facing<<VBG>> priestess<<NN>> club<<NN>> upraised<<VBD>> fangs<<NNS>> glistening<<VBG>>
"His troop moved not a jot, spears held high.",troop<<NN>> moved<<VBD>> not<<RB>> jot<<NN>> spears<<NNS>> held<<VBD>> high<<JJ>>
"Lakla began to pass slowly--almost, I thought, tauntingly--and as she reached the portal Larry leaped from the dais.",Lakla<<NNP>> began<<VBD>> pass<<VB>> slowly<<RB>> almost<<RB>> thought<<VBD>> tauntingly<<RB>> reached<<VBD>> portal<<JJ>> Larry<<NNP>> leaped<<VBD>> dais<<NN>>
"""_Alanna_!""",_Alanna_<<NN>>
he cried.,cried<<VBD>>
"""You'll not be leavin' me just when I've found you!""",'ll<<MD>> not<<RB>> be<<VB>> leavin<<VBN>> '<<POS>> just<<RB>> when<<WRB>> 've<<VBP>> found<<VBN>>
"In his excitement he spoke in his own tongue, the velvet brogue appealing.",excitement<<NN>> spoke<<VBD>> own<<JJ>> tongue<<NN>> velvet<<NN>> brogue<<NN>> appealing<<NN>>
"Lakla turned, contemplated O'Keefe, hesitant, unquestionably longingly, irresistibly like a child making up her mind whether she dared or dared not take a delectable something offered her.",Lakla<<NNP>> turned<<VBD>> contemplated<<VBD>> O'Keefe<<NNP>> hesitant<<NN>> unquestionably<<RB>> longingly<<RB>> irresistibly<<RB>> child<<NN>> making<<VBG>> mind<<NN>> dared<<VBD>> dared<<VBD>> not<<RB>> take<<VB>> delectable<<JJ>> something<<NN>> offered<<VBD>>
"""I go with you,"" said O'Keefe, this time in her own speech.",go<<VBP>> said<<VBD>> O'Keefe<<NNP>> time<<NN>> own<<JJ>> speech<<NN>>
"""Come on, Doc!""",Come<<VB>> Doc<<FW>>
He reached out a hand to me.,reached<<VBD>> hand<<NN>>
But now Yolara spoke.,now<<RB>> Yolara<<NNP>> spoke<<VBD>>
"Life and beauty had flowed back into her face, and in the purple eyes all her hosts of devils were gathered.",Life<<NNP>> beauty<<NN>> had<<VBD>> flowed<<VBN>> back<<RB>> face<<NN>> purple<<JJ>> eyes<<NNS>> hosts<<NNS>> devils<<NNS>> were<<VBD>> gathered<<VBN>>
"""Do you forget what I promised you before Siya and Siyana?",Do<<VBP>> forget<<VB>> promised<<VBD>> Siya<<NNP>> Siyana<<NNP>>
"And do you think that you can leave me--me--as though I were a _choya_--like _her_.""",do<<VB>> think<<VB>> can<<MD>> leave<<VB>> were<<VBD>> _choya_<<NN>> _her_<<NN>>
She pointed to Lakla.,pointed<<VBD>> Lakla<<NNP>>
"Do you--"" ""Now, listen, Yolara,"" Larry interrupted almost plaintively.",Do<<VBP>> Now<<RB>> Yolara<<NNP>> Larry<<NNP>> interrupted<<VBD>> almost<<RB>> plaintively<<RB>>
"""No promise has passed from me to you--and why would you hold me?""",promise<<NN>> has<<VBZ>> passed<<VBN>> why<<WRB>> would<<MD>> hold<<VB>>
He passed unconsciously into English.,passed<<VBD>> unconsciously<<RB>> English<<NNP>>
"""Be a good sport, Yolara,"" he urged, ""You _have_ got a very devil of a temper, you know, and so have I; and we'd be really awfully uncomfortable together.",Be<<VB>> good<<JJ>> sport<<NN>> Yolara<<NNP>> urged<<VBD>> _have_<<VBP>> got<<VBD>> very<<RB>> devil<<NN>> temper<<NN>> know<<VBP>> so<<RB>> have<<VB>> 'd<<MD>> be<<VB>> really<<RB>> awfully<<RB>> uncomfortable<<JJ>> together<<RB>>
"And why don't you get rid of that devilish pet of yours, and be good!""",why<<WRB>> do<<VBP>> n't<<RB>> get<<VB>> rid<<JJ>> devilish<<JJ>> pet<<NN>> yours<<NNS>> be<<VB>> good<<JJ>>
"She looked at him, puzzled, Marakinoff leaned over, translated to Lugur.",looked<<VBD>> puzzled<<VBD>> Marakinoff<<NNP>> leaned<<VBD>> translated<<VBN>> Lugur<<NNP>>
"The red dwarf smiled maliciously, drew near the priestess; whispered to her what was without doubt as near as he could come in the Murian to Larry's own very colloquial phrases.",red<<JJ>> dwarf<<NN>> smiled<<VBD>> maliciously<<RB>> drew<<VBD>> priestess<<NN>> whispered<<VBD>> was<<VBD>> doubt<<NN>> as<<RB>> near<<RB>> could<<MD>> come<<VB>> Murian<<JJ>> Larry<<NNP>> 's<<POS>> own<<JJ>> very<<RB>> colloquial<<JJ>> phrases<<NNS>>
Yolara's lips writhed.,Yolara<<NNP>> 's<<POS>> lips<<NNS>> writhed<<VBD>>
"""Hear me, Lakla!""",Hear<<VB>> Lakla<<FW>>
she cried.,cried<<VBD>>
"""Now would I not let you take this man from me were I to dwell ten thousand _laya_ in the agony of the _Yekta's_ kiss.",Now<<RB>> would<<MD>> not<<RB>> let<<VB>> take<<VB>> man<<NN>> were<<VBD>> dwell<<VB>> ten<<CD>> thousand<<CD>> _laya_<<NN>> agony<<NN>> _Yekta's_<<NNP>> kiss<<NN>>
